idea title,idea description,skills,difficulty,duration,organization,ideas_link,logo,duration_length
Development of a Graphical User Interface for Time Series Toolbox Using Deep Learning,"This project aims to develop a sophisticated yet user-friendly Graphical User Interface (GUI) that enables users to perform automatic feature extraction from time series data utilizing deep learning techniques. The focus is on making complex data analysis (including missing data filling, feature extraction, clustering, and visualization) tasks accessible to a broader audience, ranging from students and novice data analysts to expert researchers in various fields. The GUI will serve as a bridge, simplifying the intricate process of identifying and extracting key features from time series data, which is critical in many domains such as finance, healthcare, environmental monitoring, and more. We want this project to scale to medical time series data such as EEG using existing datasets available publicly. Current Status: new project. Expected Outcomes: Functional GUI: A fully operational GUI that simplifies uploading, processing, and analyzing time series data. Interactive elements to allow users to specify parameters for the deep learning model and feature extraction process. Deep Learning Model Integration: Integration of neural network architectures suitable for time series analysis, such as CNNs and RNNs. Pre-trained models for immediate use, with options for advanced users to train or fine-tune models on their datasets. Data Handling and Visualization: Support for various time series data formats. Robust data preprocessing tools for cleaning and normalizing data. Dynamic visualization tools that allow users to interactively explore their data and the extracted features. Documentation and Tutorials: Comprehensive user manuals and guides detailing the functionality and operation of the GUI. Step-by-step tutorials for common tasks and workflows. Technical documentation for community developers interested in contributing to the project. Key features: User-Friendly Interface: A primary goal is to create an intuitive interface that abstracts the complexity of underlying deep learning operations. Deep Learning Integration: Incorporation of advanced algorithms tailored for time series data. Automatic Feature Extraction: Automated processes for detecting and extracting significant features from time series datasets. Visualization Tools: Tools for visualizing both the raw time series data and the features extracted, aiding in analysis and interpretation. A report detailing the methodologies used and the performance of the model. The model weights and code will be made publicly available on a platform such as GitHub. Required Skills: UI/UX Design: Expertise in developing intuitive and effective user interfaces, with a focus on user experience. Preferably gradio and pyqt5 knowledge is expected. Deep Learning: Strong foundational knowledge in deep learning, particularly in techniques applicable to time series data. PyTorch knowledge is preferred. Programming: Proficiency in programming languages such as Python, and familiarity with deep learning libraries like PyTorch. Data Visualization: Experience in creating interactive data visualizations. Seaborn and matplotlib knowledge is preferred. Source Code: new project. Discussion Forum: https://github.com/NISYSLAB/Emory-BMI-GSoC/discussions Effort: 350 Hours Difficulty Level: Medium","['UI/UX Design', ' Deep Learning', ' PyTorch', ' Python', ' Data Visualization']",Medium,350 Hours,"Department of Biomedical Informatics, Emory University",https://github.com/NISYSLAB/Emory-BMI-GSoC,https://summerofcode.withgoogle.com/media/org/department-of-biomedical-informatics-emory-university/l9jrm7pdhwnkxh3b-360.png,9
Google Summer of Code 2024,"This year, Oppia will be participating in Google Summer of Code 2024! GSoC is a global program which offers an opportunity to discover and work with open source organizations to post-secondary students and other non-experienced contributors. The contributions are supported by a stipend. Contributors work closely with one or more mentors from an open source organization in order to implement either a project idea by the organization, or a proposal of their own. In order to receive updates about GSoC at Oppia, please subscribe to the Oppia GSoC Announce mailing list. This year, Oppia will follow the standard GSoC timeline: projects will have 6 weeks for each milestone, with a product demo and internal evaluation after 5 weeks. Please refer to the Dates and Deadlines section below for more details. Also, please note that acceptance into GSoC isn't a prerequisite for becoming an Oppia contributor. The Oppia project is run by the community for the community, and we warmly welcome anyone who'd like to help out! You can get started by following the instructions here.","['Angular 2+', ' Python 3.8', ' Google App Engine', ' Apache Beam', ' UI design skills', ' Docker', ' GitHub Actions', ' Karma', ' Webdriverio', ' unittest']",Medium,6 weeks,Oppia Foundation,https://github.com/oppia/oppia/wiki/Google-Summer-of-Code-2024#oppias-project-ideas-list,https://summerofcode.withgoogle.com/media/org/oppia-foundation/nqvgy9fm3aqshwtv-360.png,7
FAQs,"Q: What technical skills do I need to work on Oppia? A: For Oppia Web, Angular 2+, Python 3.8, Google App Engine and Apache Beam are useful and recommended for most Oppia work; in addition, UI design skills are helpful for frontend user-facing work, and experience with Docker and GitHub Actions is useful for developer workflow projects. Also, it is important to be able to write tests for the code you submit (using Karma, Webdriverio and unittest). Please see the individual project ideas to determine which skills are recommended for the project in question. Note that, although GSoC is aimed at beginner contributors to open source and at students, ",['Medium'],6 weeks,,Oppia Foundation,https://github.com/oppia/oppia/wiki/Google-Summer-of-Code-2024#oppias-project-ideas-list,https://summerofcode.withgoogle.com/media/org/oppia-foundation/nqvgy9fm3aqshwtv-360.png,3
Dates and Deadlines,"Noteworthy dates for 2024 (see also the Official GSoC Timeline: Jan 22 - Feb 6: Mentoring organizations apply Feb 21: Mentoring organizations are announced Mar 18 - Apr 2: GSoC contributor application period May 1: Accepted GSoC contributors are announced May 1 - May 26: Community bonding (""greenlight"") period May 27 - Jul 8: Milestone 1 work period for GSoC contributors Jun 28: Milestone 1 work due for internal evaluation Jul 1 - Jul 8: Buffer time for Milestone 1 revisions Jul 8 - Jul 12: Official GSoC midpoint evaluation Jul 12 - Aug 19: Milestone 2 work period for GSoC contributors Aug 12: Milestone 2 work due for internal evaluation Aug 15 - Aug 23: Buffer time for Phase 2 revisions Aug 19 - Aug 26: Official GSoC mentor evaluation due Sep 3: GSoC period at Oppia officially ends Note! For Oppia's participation in GSoC 2024, the coding period dates are strict, and we will not be offering extensions. Please ensure that you have sufficient time during the summer to work on your projects.","['Time management', ' Project planning', ' Communication', ' Collaboration', ' Evaluation']",Medium,6 weeks,Oppia Foundation,https://github.com/oppia/oppia/wiki/Google-Summer-of-Code-2024#oppias-project-ideas-list,https://summerofcode.withgoogle.com/media/org/oppia-foundation/nqvgy9fm3aqshwtv-360.png,7
Multi channel mixing support (STEMS),"Lately various AI driven algorithms have been published that are able to extract single instrument recordings (STEM) from an audio track file. Native Instruments has introduced an open definition for stem files STEMS to store these extracts. A Stem file contains the original a stereo track and four additional channel with the musical elements: A drums stem, a bassline stem, a melody stem and a vocal stem, in a m4a container. Currently Mixxx is only capable of playing the stereo track. The goal of this project is to extract all channels and allow the user to mix them individually. In a fist version the Stem mixer can replace the equalizer in the Mixxx GUI. In an advanced version an integration with effects system is desired.","['Good understanding of sound processing', ' C++']",Medium,175 h,Mixxx,https://github.com/mixxxdj/mixxx/wiki/GSOC-2024-Ideas,https://summerofcode.withgoogle.com/media/org/mixxx/ivlj1kl8jabpmfs9-360.png,5
AI driven STEMS analyzer,Currently creation of stem files files is a manual process in preparation of a DJ set. Many DJs can't effort the time and the storage space for extracting stem files. In this project a temporary stem file shall be created on demand from the Mixxx GUI. Part of the project shall be evaluation of already published algorithms. Integration of one of them into the Mixxx analyzer and handling of the caching an the required GUI for this feature.,"['Good understanding of sound processing', ' C++']",Medium,175 h,Mixxx,https://github.com/mixxxdj/mixxx/wiki/GSOC-2024-Ideas,https://summerofcode.withgoogle.com/media/org/mixxx/ivlj1kl8jabpmfs9-360.png,5
Turn table inertia model,Some Controller mappings have implemented a Spin-Up/Spin-Down to mimic the inertia of a turn table. This should be generalized into a 'turn table inertia model' that models all moving parts like the platter and the slip pad. Some DJ actions on the controller or keyboard should be applied to that model rather than directly to Mixxx transport unit. The transport is than controlled by the turn table model. This should make all transport effects/actions sound more natural. It allows Spin-Up/Spin-Down effects and keyboard/mouse scratching. Part of the project is to record the spin up of a real turn table to get to know of the real acceleration curve and model this via software.,"['Good understanding of sound processing', ' C++']",Medium,350 h,Mixxx,https://github.com/mixxxdj/mixxx/wiki/GSOC-2024-Ideas,https://summerofcode.withgoogle.com/media/org/mixxx/ivlj1kl8jabpmfs9-360.png,5
Scratch smoothing,"Our scratching algorithm suffers from jitter noise created by the latency of the midi messages. It also suffers from a so called sticker drift, an incrementing offset shifting away form the original scratch sample. Part of this project is to filter the discrete messages from the controller in a way that you can either 'play' the track without much wobbling by turning the jog wheel, and keep the position during scratching. We may also make use of the time stamps of the midi messages.","['Good understanding of real time processing', ' C++']",Hard,350 h,Mixxx,https://github.com/mixxxdj/mixxx/wiki/GSOC-2024-Ideas,https://summerofcode.withgoogle.com/media/org/mixxx/ivlj1kl8jabpmfs9-360.png,5
Sharp Scratching,Currently crossfader changes are stretched on audio buffer time to avoid pop sounds. This is too long for some scratching styles. During this project you need to dive into the audio engine code find the code that is responsible for crossfading and make it independent from the audio buffer size.,"['Good understanding of sound processing', ' C++']",Medium,175 h,Mixxx,https://github.com/mixxxdj/mixxx/wiki/GSOC-2024-Ideas,https://summerofcode.withgoogle.com/media/org/mixxx/ivlj1kl8jabpmfs9-360.png,5
Resample options,"Mixxx uses a linear resample when scratching. This is blazing fast, but the sound can be improved. Here Mixxx should provide more resample options. This project involves to review the already used resample libraries RubberBand and Soundtouch and compare them with other candidates. The one with the best Sound/CPU load trade of shall be selected. Make sure that it supports on the fly changing of the sample rate without artefacts. This project may also involve to contribute a missing feature to such library.","['Good understanding of sound processing', ' C++']",Easy,175 h,Mixxx,https://github.com/mixxxdj/mixxx/wiki/GSOC-2024-Ideas,https://summerofcode.withgoogle.com/media/org/mixxx/ivlj1kl8jabpmfs9-360.png,5
Graceful recovery of controllers,"If a controller is accidentally unplugged it has to be manually reconfigured, which is a party stopper. Mixxx shall do it automatically. This project has two stages, fist behave like a real DJ: fix the issue but faster. So the the time of silence on the dance floor is kept short. The advance stage of this project is to implement real Hot Plug And Play. Here you shall evaluate alternative midi libraries like libremidi. You likely need to touch the low level inside these third party libraries and counterpart inside Mixxx.","['Good understanding of the USB stack', ' C++']",Easy,90 h,Mixxx,https://github.com/mixxxdj/mixxx/wiki/GSOC-2024-Ideas,https://summerofcode.withgoogle.com/media/org/mixxx/ivlj1kl8jabpmfs9-360.png,4
